ID,TEXTO,CATEGORIA
371644,"Olá! Eu sou o professor Naldo e vamos fazer exercícios sobre o assunto ""você sabe medir?"". Vamos lá. Exercício número ""1"": ""Um professor de física levou os seus alunos de 1° série do ensino médio ao laboratório e os deu uma régua milimetrada..."", muito cuidado, milimetrada. Alternativa correta ""B"". Questão ""2"": ""Qual o número de algarismos significativos nas seguintes medidas..."", vamos lembrar da regra: O número de algarismos significativos de uma medida, efetuada corretamente, é dada pela contagem da esquerda para a direita a partir do primeiro algarismo não nulo. ""G"", ""6,0130x10³"": Está em notação científica, conta-se da esquerda pra direita a partir do primeiro não nulo, então 6, 0, 1, 3, 0: São 5 algarismos significativos. Então nós vamos ter: ""2,99792458 x 10 elevado à quinta quilômetros por segundo"", mas devemos apresentar esse valor com 2 algarismos significativos, portanto ""2,9""... O problema é que temos um outro ""9"", não é? Então ""2,99"" será ""3,0"", ok? Maior ou igual a 1 e menor que 10... O que nos remete à alternativa ""B"". Bem, eu espero que essa aula tenha sido de grande valia pra você e te aguardo na próxima. ",Fisica
371643,"Olá, eu sou professor Naldo e hoje nós vamos falar sobre calorimetria parte 1 Obviamente calorimetria é a parte da física que estuda a forma de energia chamada de calor, a natureza nos mostra que calor é uma forma de energia que transita da região de maior temperatura para a região de menor temperatura. Algo muito importante é que você saiba o efeito da troca de calor por um corpo Então considerando uma substância simples do corpo formado por uma substância simples podemos dizer que Quando um corpo troca calor corrente recebe calor do ambiente um cede calor pelo ambiente pode ocorrer 2 fenômenos Ou o corpo sofre variação de sua temperatura Ou o corpo sofre mudanças de seu estado físico passando do estado sólido para o estado líquido, líquido para gasoso ou inverso O calor trocado por um corpo que nele provoca apenas variação de temperatura é chamado de calor sensível e o calor que provoca no corpo mudança de seu estado de Agregação, mudança de estado mudança de fase é chamado de calor latente, para substâncias puras quando houver variação de temperatura não há mudança de estado e quando houver mudança de estado há mudança de temperatura Nessa aula vamos falar um pouco sobre calor Sensível Então Quando fornecemos uma certa quantidade de calor para 2 substâncias puras Vamos observar que Elas vão sofrer uma certa variação de temperatura, então considere 2 substâncias A e B com a mesma massa e digamos que fornecemos calor as 2 em mesma quantidade, para isso basta colocá-las em contato com fontes térmicas de mesma potência, fontes térmicas iguais. Obviamente que sua resposta é não As Os corpos de mesma massa que recebem a mesma quantidade de calor não necessariamente sofrem a mesma variação de temperatura vejo exemplo, por exemplo, você tem 1 quilograma de água e 1 quilograma de areia, areia Da praia okay muito bem, forneça a mesma quantidade de calor para os 2, eles vão sofrer a mesma variação temperatura? Você dirá que não Não é. A substância de menor massa vai sofrer uma variação de temperatura maior do que a de maior massa pra mesma quantidade de calor, então entendemos que a quantidade de calor sensível que provoca variação de temperatura depende de outros 2 fatores que caracterizam o corpo a massa do corpo e a substância que o corpo é definido. E a isso Vamos fazer alguns exercícios a respeito do tema. ",Fisica
371642,"Olá! Eu sou o professor Naldo e vamos fazer exercícios sobre o conceito de função. Muito bem. Então basta substituir o valor de ""t"" ou ""s"" na expressão algébrica dada. A distância entre os carros deve ser igual a velocidade em km/h² dividido por 10². Em comparação com o distanciamento entre os automóveis, Quando se anda à 70 e quando se anda à 100km/h, o distanciamento aumenta, de um automóvel para o outro, de quantos % ? Muito bem. Oras, então quanto aumentou? Se uma grandeza dobra, ela aumentou em 100%. Ok? ",Fisica
371641,"Olá, eu sou o Prof. Naldo e nós vamos à ""Mudança de estado I"" 1 Muito bem, exercícios, a primeira questão fala sobre a mudança de estado que ocorre em marte, da substância pura água. Simplificando as unidades, nós vamos ter a massa em quilograma, a massa será 0,75 x 10-¹ Kg multiplicando por 1000, nós temos uma massa de 75g O que nos remete a alternativa D. Agora a questão 3, uma enfermeira Se propôs a aquecer um volume de 1 litro de água até 100°C, porém, ela esqueceu a água sobre a fonte térmica e ao final do processo havia apenas 950ml de água, portanto, vaporizou 50ml de água, quer se saber qual a energia gasta, desnecessariamente, nesse aquecimento. Colocando na expressão, nós vamos encontrar uma quantidade de calor de 115000 Jaules, o que nos remete à alternativa B. Exercício 4 é a questão clássica não é, de mudança de estado, nós temos aí 100 gramas de um bloco de gelo, inicialmente a -10°C ao nível do mar que deve ser aquecido de tal forma a obtermos água a 100°C, queremos saber qual a quantidade de calor necessária para tal. No total, então nós temos 500cal pra aquecimento de gelo, 8000cal da fusão do gelo e 1000cal do aquecimento da água, nós vamos ter então 9500cal ou 9,5x10³cal, o que nos remete alternativa E. E é isso, eu espero que essa aula tenha sido de grande valia para você, te aguardo na próxima, até lá! ",Fisica
371640,"Olá eu sou professor Naldo e vamos falar sobre Potência da fonte térmica parte 2 Já sabemos que a potência é a relação entre a quantidade de energia trocada intervalo de tempo para trocar Muito bem, caso a potência seja constante ela é igual a quantidade de energia dividido pelo tempo. Cuidado pra não confundir unidade de potência watt com outras unidades do nosso dia a dia. Mas o tempo em segundos é muito rápido pra nós seres humanos, então imagine que eu queira calcular a quantidade de energia de um aparelho cuja potência está em watt mas não utilizando O tempo de segundo, a unidade de tempo segundo, mas sim de hora. Oras, potência, 100 whats vezes tempo, 2h. Aos distribuídoras de energia elétrica postulam uma valor para esta quantidade de energia que você gasta em sua residência Aproximadamente 40 centavos de real equivale a 1.000 watts hora de energia que você gasta, então é muito simples você calcular quanto você vai pagar pela lâmpada que está ligada durante um certo tempo na sua casa a quantia de energia É a potência da lâmpada dada em watts vezes tempo em horas que ela ficou acesa E você sabe que 1.000 watts hora tem um certo custo em geral 40 centavos de real e aí você faz a conta de quanto você gastou E a isso Vamos fazer algumas questões e retornamos em breve, até lá. ",Fisica
371639,"Olá eu sou professor Naldo e hoje nós vamos falar sobre escalas termo métricas parte 1 Para tal é necessário que você tenha uma noção inicial da grandeza temperatura. Então lembre-se Não depende da massa do corpo, da forma do corpo, do estado físico do corpo, maior temperatura, maior grau de agitação de partículas. Nós teremos o que nós chamamos equação termométrica. Ponto de ebulição da água nível do mar Criou-se então a escala celsius Cada divisão equivale a um grau celsius Mas quando a escala celsius fora definida já havia uma outra escala que tinha sido definida Pelos ingleses no caso do Gabriel Fahrenheit. Professor, mas como diretamente proporcional? Como uma função matemática que relacionadas a essas escalas é de primeiro grau, ou seja os valores em fahrenheit em relação aos valores em celsius. ",Fisica
371638,"Olá Eu sou professor Naldo e vamos falar sobre calorimetria parte 2. Já vimos que para uma substância pura o calor trocado com o meio lembrando que o calor sempre foi da região de maior temperatura para a região de menor temperatura. Pode provocar na substância pura 2 efeitos, ou variação de temperatura, e aí dizemos que o calor é sensível ou mudança de estado e aí dizemos que o calor latente essa aula trata do calor sensível Vimos que a equação fundamental do calor sensível é a famosa que macete ou seja que representa a quantidade de calor sensível trocada. N a massa da substancia C calor específico sensível e delta teta a variação de temperatura sofrida, temperatura final menos inicial Se o processo é endotérmico a substância recebe calor então a quantidade de calor é positiva, no entanto se o processo é exotermico a quantidade de calor cedida é negativa, também vimos que a propriedade do corpo que relaciona quantidade de calor sensível trocado e variação de temperatura é a capacidade térmica do corpo a capacidade térmica é o produto da massa pelo calor específico Lembrando-se que o calor específico sensível de uma substância só depende da substância então 1 quilograma de água ou 10kg de água possuem o mesmo calor específico sensível, no entanto capacidades térmicas diferentes Então vamos fazer algumas questões e te vejo em breve, até lá ",Fisica
371637,"Olá, eu sou professor Naldo e vamos fazer A aula sobre escalas termométricas parte 2. Bem, já sabemos que temperatura define o grau de agitação das partículas que constituem um corpo, sabemos também que a relação entre as escalas termométricas é tal que a diferença das temperaturas correspondentes Em cada escala é diretamente proporcional então podemos relacionar variação de temperatura diferentes e temperatura através de regra de 3 em 2 escalas distintas, sabemos que as escalas usuais são celsius, fahrenheit 0° celsius corresponde a 32° fahrenheit 100° celsius corresponde a 212° fahrenheit esses valores correspondem aos chamados pontos fixos da escala celsius o ponto de fusão do gelo 0° celsius e 2° fahrenheit é o ponto de ebulição da água 100° celsius 212° fahrenheit ao nível do mar, então agora vamos fazer algumas questões referentes a esse tema: Até lá. Olá Então vamos aos exercícios Que correspondem a escala termométrica parte 2 Vamos lá, 2 pesquisadores o norte americano e um brasileiro medem diariamente a temperatura do ambiente máxima e mínima Do mesmo local, o norte-americano faz suas medidas um termômetro graduado na escala fahrenheit o brasileiro utiliza o graduado em celsius quando necessita utilizar dados temperatura os 2 têm converter seus dados a escala kelvin, a escala absoluta O pesquisador americano encontrou uma variação de 45° fahrenheit a temperatura máxima e mínima de um dia, e nesse mesmo dia as variações de temperaturas obtidas em celsius e kelvin foram de quanto? Temperatura em celsius igual sobre 5 é igual a temperatura fahrenheit mais 2 sobre 9 Okay e ao mesmo tempo a temperatura em kelvin a temperatura em celsius +2 7 3, então vamos lá, vamos calcular inicialmente a temperatura de 280 kelvin equivalente em celsius, a temperatura em celsius é a temperatura em kelvin -2 7 3 Então 2 8 0 -2 7 3 equivale a 7° celsius agora vamos converter 86° fahrenheit em celsius substituindo 86 em teta F temos que teta C sobre 5 é igual 86 -32 sobre 9 e vamos encontrar 30° celsius logo a diferença entre as 2 temperaturas 30 -7 será igual a 23° celsius Portanto alternativa correta alternativa C Okay Muito bem Alternativa A, aliás exercício 2 portanto alternativa A. Exercício 3 Uma escala termométrica arbitrária, está relacionada com a escala celsius conforme o gráfico abaixo as temperaturas de fusão do gelo e ebulição da água sob pressão normal nessa escala X valem qanto? Okay Substituindo já 0° celsius, obviamente, então vamos encontrar para temperatura de 0° celsius -150° X. Muito bom, agora vamos calcular a temperatura de ebulição Temperatura de ebulição está pra 100° celcius assim como 100° X está pra 50° celsius, assim como 0° X está pra 30° celsius, esses dados, obviamente são oriundos do gráfico Vamos encontrar então que 100 sobre teta E, é igual a 20 sobre 70, logo a temperatura teta E correspondente a 100° celsius 350° X o que nos leva a alternativa certa C okay Vamos então Questão 4 O médico criou para uso próprio uma escala termométrica linear adotando respectivamente -10° M e 190° M, para os pontos de fusão do gelo e ebulição da água sob pressão normal. Então olhe na figura, para 10° celsius a temperatura de 50° fahrenheit Okay e para 35° celsius a temperatura de 95° fahrenheit. ",Fisica
371636,"Olá, eu sou professor Naldo, e hoje vamos falar sobre fundamentos da cinemática parte III. A função horária, portanto, ou equação horária dos espaços, relaciona a posição da partícula em relação a um certo referencial estabelecido na trajetória e o instante em que ela o ocupa essa posição É importante ressaltar que, quando disparamos o nosso cronômetro, ou seja, na origem dos tempos, a posição ocupada por definição é chamada de espaço inicial ou posição inicial da partícula. Posição permite localizar uma partícula em relação ao referencial adotado. Bem, é chamada de função horária dos espaços. Um erro muito comum é confundir a posição da partícula com a distância percorrida pela partícula. ",Fisica
371442,"Olá, aluno. Meu nome é Monique,eu sou professora de arte. Por exemplo, alguns escultores dadaista, sabe que eles faziam? Duchamp criou uma ideia de arte que se chama ""ready-made"", que são objetos do cotidiano, que ele tirava do cotidiano normal das pessoas ou objetos funcionais, que ele falava ""isso aqui é arte"". Então, ele transformava um objeto funcional e expunha no museu. Ele falou ""isso daqui é arte"". Ou seja, tem várias questões aí, por exemplo: ele não produziu essa obra de arte; ele não produziu essa roda de bicicleta ou esse urinol. Aqui embaixo, nós temos 1 revista a revista dada, e o Duchamp Junto com o Hans Arp, um outro artista dadaísta, ele também é françês, é pintor e ele também foi 1 poeta. ",Arte
371441,"Olá, meu nome é Monique. Então não era um trabalho rápido, era um trabalho mais demorado, e era produzido em pequena escala, porque, antigamente, o número populacional do mundo era menor do que é hoje. Chama-se designer industrial. Ou desenhista industrial. Design era um termo americano. Designers de moda, que criam roupas e todo essa parte de moda de vestuário. Nós temos uma cadeira toda diferente aqui. ",Arte
371437,"Olá, alunos, meu nome é Monique. Uma das características, também, da ""Cyber Arte"" é que se dá menos importância, não que não seja importante, presta atenção no que eu estou falando, se dá um pouco de menos importância para o produto final do que para o processo. Aqui embaixo nós temos uma outra instalação interativa, ou seja, com participação do público: select corpos, da Suzette e ela trabalha com a questão do computador, do web site. Sim, isso mesmo. Para os trabalhos artesanais. O trabalho possui seu desfecho final, então a tarefa de vocês nessa aula é criar o desenrolar desse trabalho, ou o desenrolar dessa história, continuando a relatar o que possivelmente aconteceria. ",Arte
371436,"Olá, aluno, meu nome é Monique. O que é isso? Auto retrato? Ele mesmo pintando, não é? E uma figura de uma mulher nua. O realismo gosta de retratar assim, como se fosse um olhar para realidade Sem ser pose, sem ser algo marcado, mas algo o mais natural possível, o mais realista possível sem e idealizações. Entã,o esse quadro também está nessa aula de autobiografia Ele se chama De Kooning Bom, embaixo o último quadro desse exercício de hoje é um quadro bem famoso, um dos quadros pioneiros do cubismo, chama-se ""Les Demoiselles d'Avignon"". Esse é um quadro de 1907 e é um quadro do Picasso O Picasso que o pintou. ",Arte
371435,"Olá, aluno. Meu nome é Monique. E a cultura Africana está muito presente na obra dele, tem tudo a ver, por quê? Eu vou falar aqui de algumas características da arte Africana A arte Africana é constituída basicamente... os Africanos gostam muito de fazer máscaras e esculturas, e muitas das características dessas obras, desses artistas são São máscaras de formas distorcidas, assimétricas, angulosas e principalmente, não realistas. Então eles tinham essa tradição e eles usavam esses relicários. Só pra vocês verem aqui Que esses reflexos de outras culturas afetam o nosso próprio modo de fazer. Os índios achavam isso dele e acabaram sacrificando-o. Então ele morreu do próprio ofício Bom, ele morreu, mas ele deixou um legado grande. ",Arte
371434,"Olá, alunos, meu nome é Monique. A imagem manipulada na internet É muito comum nos dias de hoje. Assim como a gravura, ela torna o acesso à informação, às imagens, muito mais fácil A fotografia, que surgiu lá no final do século 19, facilitou muito essa digitalização das imagens, ou seja, eu posso tirar uma foto de um lugar, ou de uma pessoa e colocar na internet e mandar essa foto para o outro lado do mundo, se eu quiser. Todo tipo de informação pode ser captado de qualquer ponto do planeta, ou mesmo, dos satélites em órbita da terra Ou seja, uma das características muito forte dessa difusão da arte, é que várias pessoas podem estar conectadas, podem conhecer uma obra de diversos pontos do planeta, é só olhar na internet Pesquisar em um site de um museu ou pesquisar Em outros sites, de outras formas. Então vocês vão se influenciar de todas as informações Adquiridas aqui na aula e fora dela também, e vão fazer uma composição no espaço abaixo da apostila. ",Arte
371433,"Olá, aluno. Meu nome é Monique. Ele viveu muito e ele passou por muitas coisas, ele produziu muito, ganhou muitos prêmios. O Marc Chagall Casou-se com uma mulher que se chamava Bela, que foi uma russa que ele retratou na Rússia. A ideia de restauração do restaurador, não é criar nada, mas sim, preservar o original, deixar que o original apareça com mais força Eu estava falando aqui da apostila, nós vemos uma restauração aqui que não deu muito certo, como vocês podem ver. Não se sabe... às vezes não é comprovado isso. ",Arte
371432,"Olá, aluno, meu nome é Monique, eu sou professora de arte e hoje nós vamos falar sobre os polos culturais. Era tal, que antes era a língua oficial Ou seja, muitos artistas migraram para os Estados Unidos e uma das diferenças também do polo cultural que passou lá no século 20 da Europa para os Estados Unidos, é que os Americanos eles gostavam muito de arte moderna Diferentemente dos Europeus. O Gorky Participava desse movimento. Ele teve uma juventude muito pobre: a mãe dele morreu de fome e ele sofreu muito causa da guerra lá. Por isso da imigração... que ele foi para os Estados Unidos quando ele era jovem. Ele tem uma pintura mais automática... de lançar a tinta na tela e deixar o acaso e o aleatório agir por ele. Nós temos também um outro artista que fez parte do ""Expressionismo Abstrato"", que também migrou para os Estados Unidos Que se chama De Kooning. ",Arte
371430,"Olá. alunos. Meu nome é Monique, sou professora de arte. Quem foi que definiu, na época, essa diferenciação de arte superiores de artes e inferiores? Michelangelo, em vida, foi chamado de ""o divino"". Ele foi considerado um gênio ainda em vida, tanto que se produziu, ainda em vida, uma biografia sobre ele. Michelangelo trabalhava com um bloco único de mármore, ou seja, ele não juntava pedaços. Para a gente tocar um instrumento a gente precisa estudar muito a técnica. ",Arte
371429,"Olá, alunos. Meu nome é Monique, sou professora de arte. Eu, como artista, como um profissional da área, posso vender meu produto e mesmo assim não quer dizer que eu vou ser vendido, nunca uma coisa ruim, mas que eu estarei somente fazendo algo que eu gosto e ganhando alguma coisa em troca, e são reflexões para a gente pensar se, na arte, é possível vender a sua obra. E ele conseguia fixar a imagem, e ele fazia imagens abstratas, ele fugia bastante do realismo. Uma das características também do minimalismo, essa escola que McReagen participou, é que os produtos eram feitos em série. Mas, uma delas que nós temos aqui é: quem vai visitar essa obra, no meio do nada? ",Arte
371428,"Olá. alunos. Meu nome é Monique, eu sou professora de arte. Nas ciências humanas, nas ciências, nas exatas, porque com a routlação, com essa classificação, é mais fácil de se aprender, de se compreender estudando. Nós temos uma máscara usada pelos índios Ticuna em rituais, também arte indígena. Uma das curiosidades dessa coroa, é que ela foi feita com um dos maiores diamantes do mundo. Ou seja, todas aquelas obras que estão expostas no museu, principalmente as contemporâneas, que normalmente as pessoas acham que não é arte, para você, é arte? ",Arte
371427,"Olá, meu nome é Monique, sou professora de Arte, e hoje estamos aqui para mais uma aula de Estéticas Urbanas e Cultura Pop, parte dois. Está aqui na apostila: ""Slogan é uma palavra ou frase usada com frequência, em geral, associada à propaganda comercial, política"". Esse slogan ""Paz e amor"" tem a ver, porque esse movimento de pessoas era contra a guerra do Vietnã, Estados Unidos contra o Vietnã, nos anos sessenta. Ela se popularizou mais com esse filme, com o John Travolta dançando. Ela se encaixa num estilo Grunge, que ficou bem famoso no começo dos anos noventa. ""Quando alguém entra em evidência na mídia, é comum encontrarmos sua imagem estampada em inúmeras publicações nas bancas de jornais e revistas -isso como a gente vê até hoje-, nas lojas de vídeos, em várias fitas e, até mesmo em supermercados, encontramos produtos licenciados para utilizar a imagem de tal personalidade."" Bom, o você vai fazer aqui nessa tarefa? ",Arte
371426,"Olá alunos. Meu nome é Monique, sou professora de artes, e hoje eu vim aqui para falar com vocês sobre abstração. Primeiro, para começar eu vou falar a diferença entre o que é figurativo e o que é abstrato, que é o tema da aula, isso é importante. A arte abstrata é geralmente chamada aquela que não imita ou representa a realidade como enxergamos, como eu acabei de explicar. E outro tema que ele gostava bastante, falava muito do despertar espiritual, ou seja, ele falava que a obra de arte tem que fazer com que você se desperte espiritualmente. Ou seja, ele falava que cada coisa tinha uma essência, e a função do artista é mostrar essa essência, e ele buscava simplicidade. na obra dele a essência da arte era o principal. ",Arte
371425,"Olá alunos. Meu nome é Monique, sou professora de artes e estamos aqui para falar da aula sobre experimentalismo. Óbvio. Bom, nós temos aqui, a valorização da experiência. Ela já fez obra de arte usando cílios, tem uma outra obra dela que ela passou muito rímel e piscou no quadro, deu tipo centenas (não sei quantos milhares de piscadas), e ela fez esse quadro com os cílios dela. Bom, aqui o ""Cremaster"" é uma série de cinco filmes, são filmes bem abstratos que não tem uma narrativa em si, que é muito estético, é muito visual, então tem imagens muito bonitas, muito estéticas, parece um quadro só que em cinema. Porque o que interessa aqui é a ideia, não tanto se eu, um artista, estou assinando, eu fiz cada detalhe da minha obra. ",Arte
371424,"Olá alunos, meu nome é Monique, sou professora de arte e estamos aqui mais um dia para falar sobre a aula da influência da indústria nas artes. As grandes massas camponesas, para trabalharem nas indústrias, vem para as cidades, acontecendo um crescimento urbano. Só que o Chaplin, depois de um tempo, ele foi acusado de comunista, né? Então ele sofreu um pouquinho de perseguição e tal. É... Então, aqui embaixo, a gente tem uma citação da Diana Dominguez que ela fala que é preciso acreditar que o homem constrói seu presente e projeta um futuro cada vez melhor. E daí o exercício da aula é para observar essa imagem e escrever o que ela representa pra você. Então olhando essa imagem aí, o que ela pode representar para você aluno? ",Arte
371422,"Olá alunos, meu nome é Monique, eu sou professora de arte e hoje estamos aqui para falar de uma aula ""A ruptura da figura-cubismo"". Então eu vou falar um pouquinho das características desse movimento e um pouquinho do Picasso e tal, que é um dos pintores mais conhecidos da história da arte, né... Então muita gente conhece o Picasso. E Picasso e Braque, os criadores do cubismo foram eles... E os dois realizaram várias pesquisas influenciados pelo por Cézanne, que foi um pintor, descrita como uma maneira de tratar a natureza por meio do cilindro, da esfera, do cone... Então ele tratava a natureza, mostrava essa imagem desse desenho por meio dessas formas geométricas, né. Então a gente vê aqui um quadro ""Retrato de Uma Mulher"", do Picasso, então pra quem não conhece arte e tal a gente fala ""nossa isso é uma mulher?"", é sim. A gente vê aqui... Avignon era uma região na... Uma região onde se abrigavam muitos prostíbulos, então ele, o Picasso retratou prostitutas, então é um quadro bem forte né. Daí a gente vê essas mulheres nuas e tal. Então ele recortava pedaços de jornais, ele escrevia, ele colava coisas literalmente no quadro. E ele gostou muito de cerâmica também, como eu já havia dito. ",Arte
371421,"Olá, aluno. Estamos aqui. Meu nome é Monique, para quem não me conhece, sou professora de arte e hoje nós vamos falar sobre um tema muito legal que se chama ""os caminhos da vanguarda"", aula número 9 do caderno conceito moderno. O que a gente pode falar? O movimento, os movimentos de vanguarda, são bem característicos lá do final do século XIX, início do século XX Pode me perguntar também, algum aluno pode perguntar: ""mas professora, o que é um movimento?"" Movimento, no que diz a arte, é um grupo de pessoas, um grupo de artistas que normalmente tem uma tendência a pensar filosoficamente ou ter objetivos semelhantes, parecidos. Ao ar livre eles conseguiam ver os efeitos da luz solar sobre a natureza, sobre as cenas que eles gostariam de ver. Na fotografia, retratava muito essa capitação do momento, essas cenas que os pintores mais tradicionais, os pintores mais acadêmicos não retratavam tanto. Bom, descendo aqui, a gente vê o exercício da aula. ",Arte
371420,"Olá, aluno. Meu nome é Monique, eu sou professora de arte e estamos aqui hoje pra falar sobre uma aula que chama ""A ruptura com o teocentrismo - A questão do sagrado e do profano"", que está no caderno de vocês. Então, primeiro, eu queria começar a aula definindo melhor o que significa ""sagrado"" e o que significa ""profano"", porque são definições essenciais para a gente entender a aula. O que está falando aqui no texto? Então não se preocupava muito com a anatomia, e sim com uma representação que não era muito realista. Então eram épocas onde... Como a Europa se beneficiou com as riquezas das colônias, isso gerou uma intensidade no comércio, gerou riquezas. O que é isso? O humanismo é... Deixa eu tomar um pouquinho de água aqui. ",Arte
371419,"Olá, aluno. Eu sou a professora Monique, eu sou professora de arte, e hoje estamos aqui para falar de uma aula super chique que fala sobre o Barroco. No Barroco, nós vemos uma rejeição de alguns ideais clássicos. O corpo, por exemplo, é o homem que se vê na dúvida de gozar dos prazeres terrenos, porém, ele tem a questão divina, ele tem ainda... Que ele não pode fazer tudo o que ele quer na Terra, porque ele tem o céu para conquistar. Então o rosto das pessoas, as expressões, as expressões são muito fortes. Então nessa época também, falando um pouquinho de teatro, na época do Barroco se surgiu a ópera, que era um gênero teatral onde se misturava dança, música, canto... Também surgiu, começou a se popularizar, um gênero que chama ""commedia dell'arte"", que era um tipo de teatro itinerante, que passava de cidade em cidade, onde os atores usavam máscaras, eles eram muito expressivos, eles improvisavam bastante... Quem já ouviu falar da Colombina, do Pierrot, do Polichinelo... São personagens que vieram da commedia dell'arte, que até hoje influenciam os artista, principalmente no teatro. ",Arte
371418,"Olá! Meu nome é Monique, sou professora de Arte e hoje estamos aqui para falar de temas bem interessantes. A Chanel, quando era jovenzinha, já cantou em um café concerto, tipo um cabaré. No começo da carreira dela, ela abriu uma loja de chapéus e começou a fazer sucesso com essa loja, porque ela tinha essa habilidade com costura. A censura brasileira, na época da ditadura, cortou várias partes dessa entrevista. A Jovem Guarda começou em um programa da rede Record que era apresentado pelo Roberto Carlos, pelo Erasmo Carlos e pela Wanderléa. Foi um programa de televisão que fez muito sucesso. Nesse lugar, Atol de bikini, se testavam bombas nucleares, ou seja, fez uma metáfora como o biquíni sendo uma bomba, por quê? Porque causava polêmica, deixa o corpo da mulher mais à mostra. ",Arte
371431,"Olá, pessoal, aqui quem fala é o professor Bruno, sou professor de química do Objetivo e hoje faremos ai alguns exercícios sobre as curvas de solubilidade, vejamos ai a nossa primeira questão que fala, o processo de dissolução do gás oxigênio do ar na água é um processo fundamental para a existência da vida no planeta. Então, em 1 escapa mais do que em 2. Vejamos agora 3 e 4, em Salvador estando a bebida a 7°C, Salvador é uma cidade litorânea, portanto, a temperatura, perdão a pressão, é 1 atm, em Salvador estando a bebida a 15°C, perceba que quanto maior a temperatura, menor a solubilidade dos gases, portanto em 4 o gás vais escapar mais facilmente do que a 7°C, portanto, a alternativa C, de casa, resolve a primeira questão, tá legal. Muito bem. Vejamos a nossa questão de número 3 que fala, baseando-se no gráfico a seguir que relaciona a solubilidade do dicromato de potássio em função da temperatura, pode-se afirmar que quando uma solução saturada que contém dicromato de potássio em 200 gramas de água, olha só que perigo, é resfriada de 60 para 10, a massa do referido sal que precipita vale quanto? O nosso enunciado trouxe um sistema para 200 gramas de água, então olha só, em 60° dá para dissolver 43 gramas do sal em 100 de água, se você tiver o dobro de água, você consegue dissolver o dobro do sal, o dobro de 43 é, justamente, para 86. É isso ai, capriche nessas questões, reveja todos esses assuntos e a gente se vê em uma próxima oportunidade. ",Quimica
371417,"Olá, pessoal, aqui quem fala é o professor Bruno, professor de química do Objetivo e hoje faremos alguns exercícios ai sobre o ciclo da água e o tratamento da mesma. Na hora que a água evapora, os íons permanecem. Vejamos a questão de número 2, ela fala assim: o tratamento necessário à água resultante de um banho mais plausível é aquele em que a água… Se você parar pra pensar, você tem uma sequência padrão, quase sempre, a água passa por grades que fazem uma filtração bem grosseira, depois são adicionados alguns coagulantes para fazer a floculação, com isso você tem a decantação subsequente, depois da decantação você tem a filtração. Essa água filtrada já está em uma fase só, já é homogênea, ai sim a cloração e a fluoretação desta água, se você acompanhar e olhar com muita calma para as alternativas, tem a alternativa d, de dado, ela fala que passa por decantação, filtração cloração e em alguns casos por fluoretação. Hoje em dia a fluoretação já é obrigatória em todo o território nacional, isso evita o excesso do desgaste dos esmaltes dos dentes aí de quem consome essa água, tá certo, uma ação preventiva ai visando a saúde bucal da população. Muito bem, você tem ali inclusive uma figura muito interessante que faz o esquema de toda essa sequência que eu citei agora a pouco para você, tudo bem? Exato, esse procedimento acaba formando principalmente hidróxido de alumínio, que é um sólido gelatinoso e mais denso do que a água, então as partículas em suspensão aderem nesse sólidos gelatinoso que, com o tempo, vai decantando, então uma ótima e inteligente estratégia para tirar partículas que não estão dissolvidas na água. Vejamos a questão de número 4 que fala, além do processo de clarificação, a água ainda não está pronta para ser usada, para garantir a qualidade da água é feita a cloração, acerto de pH e a fluoretação. Esses processos tem como objetivos, respectivamente, então veja lá, justamente cloração, acerto de pH e fluoretação, na letra d de dado, você encontra a ordem correta. ",Quimica
371416,"Olá, pessoal, aqui quem fala é o professor Bruno, sou professor de química do Objetivo e hoje faremos alguns exercícios sobre mol, quantidade de matéria e massa molar. A proporção aqui é entre o número de átomos e a massa, no caso de magnésio, fazendo essa conta adequadamente, ela dá: 0,8 grama, alternativa b, de bola. Tá legal, agora, a massa que foi lançada na atmosfera, foi de 176 toneladas de CO2, 1 tonelada é igual a 10 a 6 gramas, portanto 176 toneladas você pode falar que são 176 vezes 10 a 6 potência, tudo isso em gramas, então 44 está para 6 vezes 10 a 23, assim como 176 vezes 10 a 6 está para x. Fazendo essa conta você chega ao valor de 2,4 vezes 10 a 30 moléculas de CO2, isso foi lançado na atmosfera e a alternativa correta é a letra A, Fazendo a questão de número 3, ela fala, a quantidade de matéria n é o número de partículas medido em mols, quantos mols de átomos de mercúrio existem em 100 cm cúbicos de mercúrio? Então, veja lá nossa resolução, 200 gramas você tem 1 mol, então 1360 você tem n, essa é quantidade em mols que você tem para calcular. ",Quimica
371415,"Olá, pessoal aqui quem fala é o professor Bruno, sou professor de química do Objetivo e hoje faremos algumas questõezinhas sobre as concentrações que você pode adequar as soluções, okay. Muito bem a concentração em mol por litro, exige que você transforme essa massa de 3,42 gramas de açúcar para mol, tudo bem, 342 gramas você tem em um mol, 3,42, X mol. É uma concentração em mol por litro, interessante, e super contextualizada ai no dia a dia de qualquer brasileiro. E assim a gente resolve as questões da nossa aula, tá certo? ",Quimica
